merchant_name,slug,mcc_code,mcc_description,category
Maverik,maverik,5541,Service Stations ( with or without ancillary services),retail
Max (HBO),hbo-max,5815,"Digital Goods: Media, Books, Movies, Music",digital
McAlister's Deli,mcalisters-deli,5812,Eating places and Restaurants,dining
McDonald's,mcdonalds,5814,Fast Food Restaurants,dining
McDonald's - Albuquerque,mcdonalds-albuquerque,5814,Fast Food Restaurants,dining
McDonald's - Anaheim,mcdonalds-anaheim,5814,Fast Food Restaurants,dining
McDonald's - Anchorage,mcdonalds-anchorage,5814,Fast Food Restaurants,dining
McDonald's - Arlington,mcdonalds-arlington,5814,Fast Food Restaurants,dining
McDonald's - Atlanta,mcdonalds-atlanta,5814,Fast Food Restaurants,dining
McDonald's - Aurora,mcdonalds-aurora,5814,Fast Food Restaurants,dining
McDonald's - Austin,mcdonalds-austin,5814,Fast Food Restaurants,dining
McDonald's - Bakersfield,mcdonalds-bakersfield,5814,Fast Food Restaurants,dining
McDonald's - Baltimore,mcdonalds-baltimore,5814,Fast Food Restaurants,dining
McDonald's - Boston,mcdonalds-boston,5814,Fast Food Restaurants,dining
McDonald's - Buffalo,mcdonalds-buffalo,5814,Fast Food Restaurants,dining
McDonald's - Charlotte,mcdonalds-charlotte,5814,Fast Food Restaurants,dining
McDonald's - Chicago,mcdonalds-chicago,5814,Fast Food Restaurants,dining
McDonald's - Chula Vista,mcdonalds-chula-vista,5814,Fast Food Restaurants,dining
McDonald's - Cincinnati,mcdonalds-cincinnati,5814,Fast Food Restaurants,dining
McDonald's - Colorado Springs,mcdonalds-colorado-springs,5814,Fast Food Restaurants,dining
McDonald's - Columbus,mcdonalds-columbus,5814,Fast Food Restaurants,dining
McDonald's - Corpus Christi,mcdonalds-corpus-christi,5814,Fast Food Restaurants,dining
McDonald's - Dallas,mcdonalds-dallas,5814,Fast Food Restaurants,dining
McDonald's - Denver,mcdonalds-denver,5814,Fast Food Restaurants,dining
McDonald's - Durham,mcdonalds-durham,5814,Fast Food Restaurants,dining
McDonald's - El Paso,mcdonalds-el-paso,5814,Fast Food Restaurants,dining
McDonald's - Fort Wayne,mcdonalds-fort-wayne,5814,Fast Food Restaurants,dining
McDonald's - Fort Worth,mcdonalds-fort-worth,5814,Fast Food Restaurants,dining
McDonald's - Fresno,mcdonalds-fresno,5814,Fast Food Restaurants,dining
McDonald's - Garland,mcdonalds-garland,5814,Fast Food Restaurants,dining
McDonald's - Glendale,mcdonalds-glendale,5814,Fast Food Restaurants,dining
McDonald's - Greensboro,mcdonalds-greensboro,5814,Fast Food Restaurants,dining
McDonald's - Henderson,mcdonalds-henderson,5814,Fast Food Restaurants,dining
McDonald's - Honolulu,mcdonalds-honolulu,5814,Fast Food Restaurants,dining
McDonald's - Houston,mcdonalds-houston,5814,Fast Food Restaurants,dining
McDonald's - Indianapolis,mcdonalds-indianapolis,5814,Fast Food Restaurants,dining
McDonald's - Jacksonville,mcdonalds-jacksonville,5814,Fast Food Restaurants,dining
McDonald's - Jersey City,mcdonalds-jersey-city,5814,Fast Food Restaurants,dining
McDonald's - Kansas City,mcdonalds-kansas-city,5814,Fast Food Restaurants,dining
McDonald's - Laredo,mcdonalds-laredo,5814,Fast Food Restaurants,dining
McDonald's - Las Vegas,mcdonalds-las-vegas,5814,Fast Food Restaurants,dining
McDonald's - Lexington,mcdonalds-lexington,5814,Fast Food Restaurants,dining
McDonald's - Lincoln,mcdonalds-lincoln,5814,Fast Food Restaurants,dining
McDonald's - Long Beach,mcdonalds-long-beach,5814,Fast Food Restaurants,dining
McDonald's - Los Angeles,mcdonalds-los-angeles,5814,Fast Food Restaurants,dining
McDonald's - Louisville,mcdonalds-louisville,5814,Fast Food Restaurants,dining
McDonald's - Lubbock,mcdonalds-lubbock,5814,Fast Food Restaurants,dining
McDonald's - Madison,mcdonalds-madison,5814,Fast Food Restaurants,dining
McDonald's - Memphis,mcdonalds-memphis,5814,Fast Food Restaurants,dining
McDonald's - Mesa,mcdonalds-mesa,5814,Fast Food Restaurants,dining
McDonald's - Milwaukee,mcdonalds-milwaukee,5814,Fast Food Restaurants,dining
McDonald's - Minneapolis,mcdonalds-minneapolis,5814,Fast Food Restaurants,dining
McDonald's - Nashville,mcdonalds-nashville,5814,Fast Food Restaurants,dining
McDonald's - New Orleans,mcdonalds-new-orleans,5814,Fast Food Restaurants,dining
McDonald's - New York,mcdonalds-new-york,5814,Fast Food Restaurants,dining
McDonald's - Newark,mcdonalds-newark,5814,Fast Food Restaurants,dining
McDonald's - Norfolk,mcdonalds-norfolk,5814,Fast Food Restaurants,dining
McDonald's - Oklahoma City,mcdonalds-oklahoma-city,5814,Fast Food Restaurants,dining
McDonald's - Omaha,mcdonalds-omaha,5814,Fast Food Restaurants,dining
McDonald's - Orlando,mcdonalds-orlando,5814,Fast Food Restaurants,dining
McDonald's - Philadelphia,mcdonalds-philadelphia,5814,Fast Food Restaurants,dining
McDonald's - Phoenix,mcdonalds-phoenix,5814,Fast Food Restaurants,dining
McDonald's - Pittsburgh,mcdonalds-pittsburgh,5814,Fast Food Restaurants,dining
McDonald's - Plano,mcdonalds-plano,5814,Fast Food Restaurants,dining
McDonald's - Portland,mcdonalds-portland,5814,Fast Food Restaurants,dining
McDonald's - Raleigh,mcdonalds-raleigh,5814,Fast Food Restaurants,dining
McDonald's - Riverside,mcdonalds-riverside,5814,Fast Food Restaurants,dining
McDonald's - Sacramento,mcdonalds-sacramento,5814,Fast Food Restaurants,dining
McDonald's - San Antonio,mcdonalds-san-antonio,5814,Fast Food Restaurants,dining
McDonald's - San Diego,mcdonalds-san-diego,5814,Fast Food Restaurants,dining
McDonald's - San Francisco,mcdonalds-san-francisco,5814,Fast Food Restaurants,dining
McDonald's - San Jose,mcdonalds-san-jose,5814,Fast Food Restaurants,dining
McDonald's - Santa Ana,mcdonalds-santa-ana,5814,Fast Food Restaurants,dining
McDonald's - Seattle,mcdonalds-seattle,5814,Fast Food Restaurants,dining
McDonald's - St. Louis,mcdonalds-st-louis,5814,Fast Food Restaurants,dining
McDonald's - St. Paul,mcdonalds-st-paul,5814,Fast Food Restaurants,dining
McDonald's - St. Petersburg,mcdonalds-st-petersburg,5814,Fast Food Restaurants,dining
McDonald's - Stockton,mcdonalds-stockton,5814,Fast Food Restaurants,dining
McDonald's - Tampa,mcdonalds-tampa,5814,Fast Food Restaurants,dining
McDonald's - Toledo,mcdonalds-toledo,5814,Fast Food Restaurants,dining
McDonald's - Tucson,mcdonalds-tucson,5814,Fast Food Restaurants,dining
McDonald's - Virginia Beach,mcdonalds-virginia-beach,5814,Fast Food Restaurants,dining
McDonald's - Washington,mcdonalds-washington,5814,Fast Food Restaurants,dining
McDonald's - Winston-Salem,mcdonalds-winston-salem,5814,Fast Food Restaurants,dining
MDLive,mdlive,8099,Medical Services and Health Practitioners (Not Elsewhere Classified),healthcare
Mediacom,mediacom,4816,Computer Network Services,utilities
Medicine Shoppe,medicine-shoppe,5912,Drug Stores and Pharmacies,pharmacy
Megabus,megabus,4131,"Bus Lines, Including Charters, Tour Buses",transportation
Meijer,meijer,5411,"Grocery Stores, Supermarkets",retail
Meijer - Albuquerque,meijer-albuquerque,5411,"Grocery Stores, Supermarkets",retail
Meijer - Anaheim,meijer-anaheim,5411,"Grocery Stores, Supermarkets",retail
Meijer - Anchorage,meijer-anchorage,5411,"Grocery Stores, Supermarkets",retail
Meijer - Arlington,meijer-arlington,5411,"Grocery Stores, Supermarkets",retail
Meijer - Atlanta,meijer-atlanta,5411,"Grocery Stores, Supermarkets",retail
Meijer - Aurora,meijer-aurora,5411,"Grocery Stores, Supermarkets",retail
Meijer - Austin,meijer-austin,5411,"Grocery Stores, Supermarkets",retail
Meijer - Bakersfield,meijer-bakersfield,5411,"Grocery Stores, Supermarkets",retail
Meijer - Baltimore,meijer-baltimore,5411,"Grocery Stores, Supermarkets",retail
Meijer - Boston,meijer-boston,5411,"Grocery Stores, Supermarkets",retail
Meijer - Charlotte,meijer-charlotte,5411,"Grocery Stores, Supermarkets",retail
Meijer - Chicago,meijer-chicago,5411,"Grocery Stores, Supermarkets",retail
Meijer - Cincinnati,meijer-cincinnati,5411,"Grocery Stores, Supermarkets",retail
Meijer - Colorado Springs,meijer-colorado-springs,5411,"Grocery Stores, Supermarkets",retail
Meijer - Columbus,meijer-columbus,5411,"Grocery Stores, Supermarkets",retail
Meijer - Corpus Christi,meijer-corpus-christi,5411,"Grocery Stores, Supermarkets",retail
Meijer - Dallas,meijer-dallas,5411,"Grocery Stores, Supermarkets",retail
Meijer - Denver,meijer-denver,5411,"Grocery Stores, Supermarkets",retail
Meijer - El Paso,meijer-el-paso,5411,"Grocery Stores, Supermarkets",retail
Meijer - Fort Worth,meijer-fort-worth,5411,"Grocery Stores, Supermarkets",retail
Meijer - Fresno,meijer-fresno,5411,"Grocery Stores, Supermarkets",retail
Meijer - Honolulu,meijer-honolulu,5411,"Grocery Stores, Supermarkets",retail
Meijer - Houston,meijer-houston,5411,"Grocery Stores, Supermarkets",retail
Meijer - Indianapolis,meijer-indianapolis,5411,"Grocery Stores, Supermarkets",retail
Meijer - Jacksonville,meijer-jacksonville,5411,"Grocery Stores, Supermarkets",retail
Meijer - Kansas City,meijer-kansas-city,5411,"Grocery Stores, Supermarkets",retail
Meijer - Las Vegas,meijer-las-vegas,5411,"Grocery Stores, Supermarkets",retail
Meijer - Lexington,meijer-lexington,5411,"Grocery Stores, Supermarkets",retail
Meijer - Long Beach,meijer-long-beach,5411,"Grocery Stores, Supermarkets",retail
Meijer - Los Angeles,meijer-los-angeles,5411,"Grocery Stores, Supermarkets",retail
Meijer - Louisville,meijer-louisville,5411,"Grocery Stores, Supermarkets",retail
Meijer - Memphis,meijer-memphis,5411,"Grocery Stores, Supermarkets",retail
Meijer - Mesa,meijer-mesa,5411,"Grocery Stores, Supermarkets",retail
Meijer - Milwaukee,meijer-milwaukee,5411,"Grocery Stores, Supermarkets",retail
Meijer - Minneapolis,meijer-minneapolis,5411,"Grocery Stores, Supermarkets",retail
Meijer - Nashville,meijer-nashville,5411,"Grocery Stores, Supermarkets",retail
Meijer - New Orleans,meijer-new-orleans,5411,"Grocery Stores, Supermarkets",retail
Meijer - New York,meijer-new-york,5411,"Grocery Stores, Supermarkets",retail
Meijer - Oklahoma City,meijer-oklahoma-city,5411,"Grocery Stores, Supermarkets",retail
Meijer - Omaha,meijer-omaha,5411,"Grocery Stores, Supermarkets",retail
Meijer - Philadelphia,meijer-philadelphia,5411,"Grocery Stores, Supermarkets",retail
Meijer - Phoenix,meijer-phoenix,5411,"Grocery Stores, Supermarkets",retail
Meijer - Pittsburgh,meijer-pittsburgh,5411,"Grocery Stores, Supermarkets",retail
Meijer - Portland,meijer-portland,5411,"Grocery Stores, Supermarkets",retail
Meijer - Raleigh,meijer-raleigh,5411,"Grocery Stores, Supermarkets",retail
Meijer - Riverside,meijer-riverside,5411,"Grocery Stores, Supermarkets",retail
Meijer - Sacramento,meijer-sacramento,5411,"Grocery Stores, Supermarkets",retail
Meijer - San Antonio,meijer-san-antonio,5411,"Grocery Stores, Supermarkets",retail
Meijer - San Diego,meijer-san-diego,5411,"Grocery Stores, Supermarkets",retail
Meijer - San Francisco,meijer-san-francisco,5411,"Grocery Stores, Supermarkets",retail
Meijer - San Jose,meijer-san-jose,5411,"Grocery Stores, Supermarkets",retail
Meijer - Santa Ana,meijer-santa-ana,5411,"Grocery Stores, Supermarkets",retail
Meijer - Seattle,meijer-seattle,5411,"Grocery Stores, Supermarkets",retail
Meijer - St. Louis,meijer-st-louis,5411,"Grocery Stores, Supermarkets",retail
Meijer - St. Paul,meijer-st-paul,5411,"Grocery Stores, Supermarkets",retail
Meijer - Stockton,meijer-stockton,5411,"Grocery Stores, Supermarkets",retail
Meijer - Tampa,meijer-tampa,5411,"Grocery Stores, Supermarkets",retail
Meijer - Tucson,meijer-tucson,5411,"Grocery Stores, Supermarkets",retail
Meijer - Virginia Beach,meijer-virginia-beach,5411,"Grocery Stores, Supermarkets",retail
Meijer - Washington,meijer-washington,5411,"Grocery Stores, Supermarkets",retail
Meijer Gas Station,meijer-gas-station,5541,Service Stations ( with or without ancillary services),retail
Meijer Pharmacy,meijer-pharmacy,5912,Drug Stores and Pharmacies,pharmacy
Meliá Hotels International,meli-hotels-international,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Memphis Area Transit Authority,memphis-area-transit-authority,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Men's Wearhouse,mens-wearhouse,5611,Men’s and Boy’s Clothing and Accessories Stores,apparel
Menards,menards,5251,Hardware Stores,retail
Mercedes-Benz Stadium,mercedes-benz-stadium,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Mercure Hotels,mercure-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Meta Ads (Facebook),meta-ads-facebook,7311,Advertising Services,professional
Metra,metra,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Metro by T-Mobile,metro-t-mobile,4899,Cable and other pay television (previously Cable Services),utilities
Metro Market,metro-market,5411,"Grocery Stores, Supermarkets",retail
Metro-North Railroad,metro-north-railroad,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
MGallery,mgallery,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
MGM Resorts,mgm-resorts,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Miami-Dade Transit,miami-dade-transit,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Michael Kors,michael-kors,5621,Women’s Ready-to-Wear Stores,apparel
Michaels,michaels,5945,"Hobby, Toy, and Game Shops",retail
Micro Center,micro-center,5732,Electronic Sales,home
Microsoft 365,microsoft-365,5734,Computer Software Stores,software
Microsoft Advertising (Bing Ads),microsoft-advertising-bing-ads,7311,Advertising Services,professional
Microsoft OneDrive,microsoft-onedrive,4816,Computer Network Services,utilities
Microsoft Store,microsoft-store,5734,Computer Software Stores,software
Microtel by Wyndham,microtel-by-wyndham,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Midas,midas,7538,Automotive Service Shops,other
Midway Car Rental,midway-car-rental,7512,Car Rental Companies ( Not Listed Below),car_rental
Milio's Sandwiches,milios-sandwiches,5812,Eating places and Restaurants,dining
Miller's Ale House,millers-ale-house,5812,Eating places and Restaurants,dining
Minneapolis Metro Transit,minneapolis-metro-transit,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Mint Mobile,mint-mobile,4899,Cable and other pay television (previously Cable Services),utilities
Minute Maid Park,minute-maid-park,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Mirror,mirror,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Mitsuwa Marketplace,mitsuwa-marketplace,5411,"Grocery Stores, Supermarkets",retail
Mobil,mobil,5541,Service Stations ( with or without ancillary services),retail
Mobil - Albuquerque,mobil-albuquerque,5541,Service Stations ( with or without ancillary services),retail
Mobil - Anaheim,mobil-anaheim,5541,Service Stations ( with or without ancillary services),retail
Mobil - Anchorage,mobil-anchorage,5541,Service Stations ( with or without ancillary services),retail
Mobil - Arlington,mobil-arlington,5541,Service Stations ( with or without ancillary services),retail
Mobil - Atlanta,mobil-atlanta,5541,Service Stations ( with or without ancillary services),retail
Mobil - Aurora,mobil-aurora,5541,Service Stations ( with or without ancillary services),retail
Mobil - Austin,mobil-austin,5541,Service Stations ( with or without ancillary services),retail
Mobil - Bakersfield,mobil-bakersfield,5541,Service Stations ( with or without ancillary services),retail
Mobil - Baltimore,mobil-baltimore,5541,Service Stations ( with or without ancillary services),retail
Mobil - Boston,mobil-boston,5541,Service Stations ( with or without ancillary services),retail
Mobil - Charlotte,mobil-charlotte,5541,Service Stations ( with or without ancillary services),retail
Mobil - Chicago,mobil-chicago,5541,Service Stations ( with or without ancillary services),retail
Mobil - Cincinnati,mobil-cincinnati,5541,Service Stations ( with or without ancillary services),retail
Mobil - Colorado Springs,mobil-colorado-springs,5541,Service Stations ( with or without ancillary services),retail
Mobil - Columbus,mobil-columbus,5541,Service Stations ( with or without ancillary services),retail
Mobil - Corpus Christi,mobil-corpus-christi,5541,Service Stations ( with or without ancillary services),retail
Mobil - Dallas,mobil-dallas,5541,Service Stations ( with or without ancillary services),retail
Mobil - Denver,mobil-denver,5541,Service Stations ( with or without ancillary services),retail
Mobil - El Paso,mobil-el-paso,5541,Service Stations ( with or without ancillary services),retail
Mobil - Fort Worth,mobil-fort-worth,5541,Service Stations ( with or without ancillary services),retail
Mobil - Fresno,mobil-fresno,5541,Service Stations ( with or without ancillary services),retail
Mobil - Honolulu,mobil-honolulu,5541,Service Stations ( with or without ancillary services),retail
Mobil - Houston,mobil-houston,5541,Service Stations ( with or without ancillary services),retail
Mobil - Indianapolis,mobil-indianapolis,5541,Service Stations ( with or without ancillary services),retail
Mobil - Jacksonville,mobil-jacksonville,5541,Service Stations ( with or without ancillary services),retail
Mobil - Kansas City,mobil-kansas-city,5541,Service Stations ( with or without ancillary services),retail
Mobil - Las Vegas,mobil-las-vegas,5541,Service Stations ( with or without ancillary services),retail
Mobil - Lexington,mobil-lexington,5541,Service Stations ( with or without ancillary services),retail
Mobil - Long Beach,mobil-long-beach,5541,Service Stations ( with or without ancillary services),retail
Mobil - Los Angeles,mobil-los-angeles,5541,Service Stations ( with or without ancillary services),retail
Mobil - Louisville,mobil-louisville,5541,Service Stations ( with or without ancillary services),retail
Mobil - Memphis,mobil-memphis,5541,Service Stations ( with or without ancillary services),retail
Mobil - Mesa,mobil-mesa,5541,Service Stations ( with or without ancillary services),retail
Mobil - Milwaukee,mobil-milwaukee,5541,Service Stations ( with or without ancillary services),retail
Mobil - Minneapolis,mobil-minneapolis,5541,Service Stations ( with or without ancillary services),retail
Mobil - Nashville,mobil-nashville,5541,Service Stations ( with or without ancillary services),retail
Mobil - New Orleans,mobil-new-orleans,5541,Service Stations ( with or without ancillary services),retail
Mobil - New York,mobil-new-york,5541,Service Stations ( with or without ancillary services),retail
Mobil - Oklahoma City,mobil-oklahoma-city,5541,Service Stations ( with or without ancillary services),retail
Mobil - Omaha,mobil-omaha,5541,Service Stations ( with or without ancillary services),retail
Mobil - Philadelphia,mobil-philadelphia,5541,Service Stations ( with or without ancillary services),retail
Mobil - Phoenix,mobil-phoenix,5541,Service Stations ( with or without ancillary services),retail
Mobil - Pittsburgh,mobil-pittsburgh,5541,Service Stations ( with or without ancillary services),retail
Mobil - Portland,mobil-portland,5541,Service Stations ( with or without ancillary services),retail
Mobil - Raleigh,mobil-raleigh,5541,Service Stations ( with or without ancillary services),retail
Mobil - Riverside,mobil-riverside,5541,Service Stations ( with or without ancillary services),retail
Mobil - Sacramento,mobil-sacramento,5541,Service Stations ( with or without ancillary services),retail
Mobil - San Antonio,mobil-san-antonio,5541,Service Stations ( with or without ancillary services),retail
Mobil - San Diego,mobil-san-diego,5541,Service Stations ( with or without ancillary services),retail
Mobil - San Francisco,mobil-san-francisco,5541,Service Stations ( with or without ancillary services),retail
Mobil - San Jose,mobil-san-jose,5541,Service Stations ( with or without ancillary services),retail
Mobil - Santa Ana,mobil-santa-ana,5541,Service Stations ( with or without ancillary services),retail
Mobil - Seattle,mobil-seattle,5541,Service Stations ( with or without ancillary services),retail
Mobil - St. Louis,mobil-st-louis,5541,Service Stations ( with or without ancillary services),retail
Mobil - St. Paul,mobil-st-paul,5541,Service Stations ( with or without ancillary services),retail
Mobil - Stockton,mobil-stockton,5541,Service Stations ( with or without ancillary services),retail
Mobil - Tampa,mobil-tampa,5541,Service Stations ( with or without ancillary services),retail
Mobil - Tucson,mobil-tucson,5541,Service Stations ( with or without ancillary services),retail
Mobil - Virginia Beach,mobil-virginia-beach,5541,Service Stations ( with or without ancillary services),retail
Mobil - Washington,mobil-washington,5541,Service Stations ( with or without ancillary services),retail
Mod Pizza,mod-pizza,5814,Fast Food Restaurants,dining
Moe's Southwest Grill,moes-southwest-grill,5814,Fast Food Restaurants,dining
Moe's Southwest Grill,moes,5812,Eating places and Restaurants,dining
MoMA,moma,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Momondo,momondo,4722,Travel Agencies and Tour Operations,transportation
Monro Muffler Brake,monro,7538,Automotive Service Shops,other
Monrovia Nursery,monrovia-nursery,5261,Nurseries – Lawn and Garden Supply Store,retail
Mor Furniture for Less,mor-furniture-for-less,5200,Home Supply Warehouse Stores,retail
Morton's The Steakhouse,mortons-the-steakhouse,5812,Eating places and Restaurants,dining
Morton's The Steakhouse,mortons,5812,Eating places and Restaurants,dining
Motel 6,motel-6,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Motto by Hilton,motto-by-hilton,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Mövenpick Hotels,mvenpick-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Moxy Hotels,moxy-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Mr. Goodcents,mr-goodcents,5812,Eating places and Restaurants,dining
MTA New York City Transit,mta-new-york-city-transit,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Mubi,mubi,4899,Cable and other pay television (previously Cable Services),utilities
Muni SF,muni-sf,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Murphy Express,murphy-express,5541,Service Stations ( with or without ancillary services),retail
Murphy USA,murphy-usa,5541,Service Stations ( with or without ancillary services),retail
NAPA Auto Parts,napa-auto-parts,5533,"Automotive Parts, Accessories Stores",retail
Nashville WeGo Public Transit,nashville-wego-public-transit,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
National Car Rental,national-car-rental,7512,Car Rental Companies ( Not Listed Below),car_rental
Nationals Park,nationals-park,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Nationwide Insurance,nationwide,6300,"Insurance Sales, Underwriting, and Premiums",financial
Native Grill & Wings,native-grill-wings,5812,Eating places and Restaurants,dining
Natural Grocers,natural-grocers,5411,"Grocery Stores, Supermarkets",retail
Navarro Discount Pharmacy,navarro-discount-pharmacy,5912,Drug Stores and Pharmacies,pharmacy
Navarro Discount Pharmacy,navarro,5912,Drug Stores and Pharmacies,pharmacy
Nederlandse Spoorwegen (NS),nederlandse-spoorwegen-ns,4112,Passenger Railways,transportation
Neiman Marcus,neiman-marcus,5311,Department Stores,retail
Netflix,netflix,5815,"Digital Goods: Media, Books, Movies, Music",digital
New Orleans RTA,new-orleans-rta,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
New York City Taxi,new-york-city-taxi,4121,Taxicabs and Limousines,transportation
Newegg,newegg,5734,Computer Software Stores,software
NH Hotels,nh-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Nike,nike,5621,Women’s Ready-to-Wear Stores,apparel
Nintendo eShop,nintendo-eshop,5816,Digital Goods: Games,digital
Nintendo Switch Online,nintendo-switch-online,7994,Video Game Arcades/Establishments,entertainment
Nintendo Switch Online,nintendo-online,5816,Digital Goods: Games,digital
NJ Transit,nj-transit,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Nobu,nobu,5812,Eating places and Restaurants,dining
Nobu Hotels,nobu-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Noodles & Company,noodles-company,5812,Eating places and Restaurants,dining
Nook,nook,5815,"Digital Goods: Media, Books, Movies, Music",digital
Noom,noom,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Nordstrom,nordstrom,5311,Department Stores,retail
Nordstrom - Albuquerque,nordstrom-albuquerque,5311,Department Stores,retail
Nordstrom - Anaheim,nordstrom-anaheim,5311,Department Stores,retail
Nordstrom - Anchorage,nordstrom-anchorage,5311,Department Stores,retail
Nordstrom - Arlington,nordstrom-arlington,5311,Department Stores,retail
Nordstrom - Atlanta,nordstrom-atlanta,5311,Department Stores,retail
Nordstrom - Aurora,nordstrom-aurora,5311,Department Stores,retail
Nordstrom - Austin,nordstrom-austin,5311,Department Stores,retail
Nordstrom - Bakersfield,nordstrom-bakersfield,5311,Department Stores,retail
Nordstrom - Baltimore,nordstrom-baltimore,5311,Department Stores,retail
Nordstrom - Boston,nordstrom-boston,5311,Department Stores,retail
Nordstrom - Charlotte,nordstrom-charlotte,5311,Department Stores,retail
Nordstrom - Chicago,nordstrom-chicago,5311,Department Stores,retail
Nordstrom - Cincinnati,nordstrom-cincinnati,5311,Department Stores,retail
Nordstrom - Colorado Springs,nordstrom-colorado-springs,5311,Department Stores,retail
Nordstrom - Columbus,nordstrom-columbus,5311,Department Stores,retail
Nordstrom - Corpus Christi,nordstrom-corpus-christi,5311,Department Stores,retail
Nordstrom - Dallas,nordstrom-dallas,5311,Department Stores,retail
Nordstrom - Denver,nordstrom-denver,5311,Department Stores,retail
Nordstrom - El Paso,nordstrom-el-paso,5311,Department Stores,retail
Nordstrom - Fort Worth,nordstrom-fort-worth,5311,Department Stores,retail
Nordstrom - Fresno,nordstrom-fresno,5311,Department Stores,retail
Nordstrom - Honolulu,nordstrom-honolulu,5311,Department Stores,retail
Nordstrom - Houston,nordstrom-houston,5311,Department Stores,retail
Nordstrom - Indianapolis,nordstrom-indianapolis,5311,Department Stores,retail
Nordstrom - Jacksonville,nordstrom-jacksonville,5311,Department Stores,retail
Nordstrom - Kansas City,nordstrom-kansas-city,5311,Department Stores,retail
Nordstrom - Las Vegas,nordstrom-las-vegas,5311,Department Stores,retail
Nordstrom - Lexington,nordstrom-lexington,5311,Department Stores,retail
Nordstrom - Long Beach,nordstrom-long-beach,5311,Department Stores,retail
Nordstrom - Los Angeles,nordstrom-los-angeles,5311,Department Stores,retail
Nordstrom - Louisville,nordstrom-louisville,5311,Department Stores,retail
Nordstrom - Memphis,nordstrom-memphis,5311,Department Stores,retail
Nordstrom - Mesa,nordstrom-mesa,5311,Department Stores,retail
Nordstrom - Milwaukee,nordstrom-milwaukee,5311,Department Stores,retail
Nordstrom - Minneapolis,nordstrom-minneapolis,5311,Department Stores,retail
Nordstrom - Nashville,nordstrom-nashville,5311,Department Stores,retail
Nordstrom - New Orleans,nordstrom-new-orleans,5311,Department Stores,retail
Nordstrom - New York,nordstrom-new-york,5311,Department Stores,retail
Nordstrom - Oklahoma City,nordstrom-oklahoma-city,5311,Department Stores,retail
Nordstrom - Omaha,nordstrom-omaha,5311,Department Stores,retail
Nordstrom - Philadelphia,nordstrom-philadelphia,5311,Department Stores,retail
Nordstrom - Phoenix,nordstrom-phoenix,5311,Department Stores,retail
Nordstrom - Pittsburgh,nordstrom-pittsburgh,5311,Department Stores,retail
Nordstrom - Portland,nordstrom-portland,5311,Department Stores,retail
Nordstrom - Raleigh,nordstrom-raleigh,5311,Department Stores,retail
Nordstrom - Riverside,nordstrom-riverside,5311,Department Stores,retail
Nordstrom - Sacramento,nordstrom-sacramento,5311,Department Stores,retail
Nordstrom - San Antonio,nordstrom-san-antonio,5311,Department Stores,retail
Nordstrom - San Diego,nordstrom-san-diego,5311,Department Stores,retail
Nordstrom - San Francisco,nordstrom-san-francisco,5311,Department Stores,retail
